timestamp,room,motion,light,temperature
2024-01-01 12:10:00,1,1.0,1.0,21.09950951445403
2024-01-01 12:20:00,1,0.0,0.0,20.97864064215623
2024-01-01 12:30:00,1,0.0,0.0,19.478667695016828
2024-01-01 12:40:00,1,1.0,1.0,20.150314277508997
2024-01-01 12:50:00,1,1.0,1.0,22.77182696393857
2024-01-01 13:00:00,1,0.0,0.0,22.634838300380896
2024-01-01 13:10:00,1,0.0,1.0,20.032491501414313
2024-01-01 13:20:00,1,1.0,1.0,21.028001142134375
2024-01-01 13:30:00,1,0.0,0.0,20.77101099982483
2024-01-01 13:40:00,1,1.0,1.0,21.889760370860692
2024-01-01 13:50:00,1,0.0,0.0,23.88160504832922
2024-01-01 14:00:00,1,0.0,0.0,20.944956377753748
2024-01-01 14:10:00,1,0.0,0.0,19.459101041085546
2024-01-01 14:20:00,1,1.0,1.0,19.258876150553515
2024-01-01 14:30:00,1,1.0,1.0,20.092077206241903
2024-01-01 14:40:00,1,1.0,1.0,19.447671345415166
2024-01-01 14:50:00,1,1.0,1.0,18.017975675055826
2024-01-01 15:00:00,1,0.0,0.0,24.907610180221546
2024-01-01 15:10:00,1,0.0,1.0,24.259884253424698
2024-01-01 15:20:00,1,1.0,1.0,18.554435615897358
2024-01-01 15:30:00,1,1.0,1.0,19.898627820107063
2024-01-01 15:40:00,1,0.0,0.0,22.285693564554904
2024-01-01 15:50:00,1,1.0,1.0,24.426533403319546
2024-01-01 16:00:00,1,1.0,1.0,23.190531943878927
2024-01-01 16:10:00,1,0.0,0.0,18.834212045081845
2024-01-01 16:20:00,1,1.0,1.0,19.70115890638539
2024-01-01 16:30:00,1,1.0,1.0,20.931990965816752
2024-01-01 16:40:00,1,1.0,1.0,24.141821797938285
2024-01-01 16:50:00,1,1.0,1.0,18.495939115837842
2024-01-01 17:00:00,1,1.0,1.0,24.85370467267439
2024-01-01 17:10:00,1,0.0,0.0,21.97807561036572
2024-01-01 17:20:00,1,1.0,1.0,19.86338223886565
2024-01-01 17:30:00,1,0.0,1.0,20.796433938174715
2024-01-01 17:40:00,1,0.0,0.0,23.297840255591
2024-01-01 17:50:00,1,1.0,1.0,20.359605540168996
2024-01-01 18:00:00,1,0.0,0.0,20.20054365179274
2024-01-01 18:10:00,1,0.0,0.0,21.81861485311117
2024-01-01 18:20:00,1,1.0,1.0,22.19776903300744
2024-01-01 18:30:00,1,0.0,0.0,23.670742410166984
2024-01-01 18:40:00,1,1.0,1.0,24.19983211439784
2024-01-01 18:50:00,1,1.0,1.0,20.881124511387775
2024-01-01 19:00:00,1,0.0,0.0,20.38192932335531
2024-01-01 19:10:00,1,0.0,0.0,24.032385860663474
2024-01-01 19:20:00,1,0.0,0.0,24.59995826395111
2024-01-01 19:30:00,1,0.0,0.0,19.668705341258924
2024-01-01 19:40:00,1,0.0,0.0,23.09906012608745
2024-01-01 19:50:00,1,0.0,0.0,22.853561506999434
2024-01-01 20:00:00,1,0.0,0.0,22.105621172723495
2024-01-01 20:10:00,1,0.0,0.0,21.479220390772987
2024-01-01 20:20:00,1,0.0,0.0,19.133816362641557
2024-01-01 20:30:00,1,0.0,0.0,20.072029329929805
2024-01-01 20:40:00,1,0.0,0.0,19.550995427829562
2024-01-01 20:50:00,1,0.0,0.0,24.502900668260512
2024-01-01 21:00:00,1,0.0,0.0,18.171121967663908
2024-01-01 21:10:00,1,0.0,0.0,21.59778831777339
2024-01-01 21:20:00,1,0.0,0.0,19.081798752694333
2024-01-01 21:30:00,1,0.0,0.0,23.81139545265453
2024-01-01 21:40:00,1,0.0,0.0,23.958806873594163
2024-01-01 21:50:00,1,0.0,0.0,24.82434210950046
2024-01-01 22:00:00,1,0.0,0.0,19.14708538826942
2024-01-01 22:10:00,1,0.0,0.0,24.041413299513547
2024-01-01 22:20:00,1,0.0,0.0,23.115398306863042
2024-01-01 22:30:00,1,0.0,0.0,18.233201132450453
2024-01-01 22:40:00,1,0.0,0.0,20.331047777860427
2024-01-01 22:50:00,1,0.0,0.0,19.847681006623922
2024-01-01 23:00:00,1,0.0,0.0,22.890233155942475
2024-01-01 23:10:00,1,0.0,0.0,18.18687532039468
2024-01-01 23:20:00,1,0.0,0.0,23.894174614989097
2024-01-01 23:30:00,1,0.0,0.0,18.60308421758075
2024-01-01 23:40:00,1,0.0,0.0,23.12272219149017
2024-01-01 23:50:00,1,0.0,0.0,19.71157362883421
2024-01-02 00:00:00,1,0.0,0.0,19.73234257689122
2024-01-02 00:10:00,1,0.0,0.0,24.41467212275606
2024-01-02 00:20:00,1,0.0,0.0,21.3570620790373
2024-01-02 00:30:00,1,0.0,0.0,18.510661513997192
2024-01-02 00:40:00,1,0.0,0.0,22.777364233338243
2024-01-02 00:50:00,1,0.0,0.0,24.766531655387965
2024-01-02 01:00:00,1,0.0,0.0,21.644353296394506
2024-01-02 01:10:00,1,0.0,0.0,19.87469477225416
2024-01-02 01:20:00,1,0.0,0.0,19.81224130015827
2024-01-02 01:30:00,1,0.0,0.0,21.070572303571844
2024-01-02 01:40:00,1,0.0,0.0,22.90664391408938
2024-01-02 01:50:00,1,0.0,0.0,18.01573719252743
2024-01-02 02:00:00,1,0.0,0.0,24.302160172281436
2024-01-02 02:10:00,1,0.0,0.0,20.4860603212978
2024-01-02 02:20:00,1,0.0,0.0,22.104483742053077
2024-01-02 02:30:00,1,0.0,0.0,24.710906748406767
2024-01-02 02:40:00,1,0.0,0.0,18.813438636446918
2024-01-02 02:50:00,1,0.0,0.0,20.295660073271627
2024-01-02 03:00:00,1,0.0,0.0,18.410236939643656
2024-01-02 03:10:00,1,0.0,0.0,22.241632411178912
2024-01-02 03:20:00,1,0.0,0.0,20.831932072852208
2024-01-02 03:30:00,1,0.0,0.0,21.831651034807166
2024-01-02 03:40:00,1,0.0,0.0,18.201717010858232
2024-01-02 03:50:00,1,0.0,0.0,22.373394338758157
2024-01-02 04:00:00,1,0.0,0.0,21.341688709916667
2024-01-02 04:10:00,1,0.0,0.0,22.946250697103736
2024-01-02 04:20:00,1,0.0,0.0,22.178626898004985
2024-01-02 04:30:00,1,0.0,0.0,23.946807663640428
2024-01-02 04:40:00,1,0.0,0.0,21.34968920542586
2024-01-02 04:50:00,1,0.0,0.0,23.95461071888711
2024-01-02 05:00:00,1,0.0,0.0,20.25346175460141
2024-01-02 05:10:00,1,0.0,0.0,18.83158102443991
2024-01-02 05:20:00,1,0.0,0.0,22.305225344161045
2024-01-02 05:30:00,1,0.0,0.0,20.648045008333188
2024-01-02 05:40:00,1,0.0,0.0,24.240819894218053
2024-01-02 05:50:00,1,0.0,0.0,18.362266045870125
2024-01-02 06:00:00,1,0.0,0.0,21.223354191473927
2024-01-02 06:10:00,1,0.0,0.0,18.89867857556131
2024-01-02 06:20:00,1,0.0,0.0,20.972756384510994
2024-01-02 06:30:00,1,0.0,0.0,18.732359830804626
2024-01-02 06:40:00,1,0.0,0.0,24.038389430070655
2024-01-02 06:50:00,1,0.0,0.0,22.194417896912817
2024-01-02 07:00:00,1,0.0,0.0,24.144821403805206
2024-01-02 07:10:00,1,0.0,0.0,23.809205293368347
2024-01-02 07:20:00,1,0.0,0.0,21.480305709282796
2024-01-02 07:30:00,1,0.0,0.0,24.10162406735521
2024-01-02 07:40:00,1,0.0,0.0,18.319831192580857
2024-01-02 07:50:00,1,0.0,0.0,19.73617894303698
2024-01-02 08:00:00,1,0.0,0.0,24.00753571351181
2024-01-02 08:10:00,1,0.0,0.0,22.629742368132415
2024-01-02 08:20:00,1,0.0,0.0,19.74081637991914
2024-01-02 08:30:00,1,0.0,0.0,20.374081639026425
2024-01-02 08:40:00,1,0.0,0.0,19.84179062072794
2024-01-02 08:50:00,1,0.0,0.0,19.022411497573202
2024-01-02 09:00:00,1,0.0,1.0,20.84579584330191
2024-01-02 09:10:00,1,0.0,0.0,19.75070478906566
2024-01-02 09:20:00,1,1.0,1.0,22.363869336815217
2024-01-02 09:30:00,1,1.0,1.0,22.400764777989387
2024-01-02 09:40:00,1,0.0,1.0,20.61865895270764
2024-01-02 09:50:00,1,0.0,1.0,19.45307417175162
2024-01-02 10:00:00,1,0.0,0.0,23.561853772417344
2024-01-02 10:10:00,1,0.0,1.0,22.314941674062787
2024-01-02 10:20:00,1,0.0,1.0,24.683961652319525
2024-01-02 10:30:00,1,1.0,1.0,21.995501306169462
2024-01-02 10:40:00,1,1.0,1.0,20.692204016569786
2024-01-02 10:50:00,1,0.0,1.0,19.675257911015986
2024-01-02 11:00:00,1,1.0,1.0,20.051325418889327
2024-01-02 11:10:00,1,0.0,0.0,18.137733484042503
2024-01-02 11:20:00,1,1.0,1.0,23.250573792069353
2024-01-02 11:30:00,1,0.0,0.0,22.33293040398761
2024-01-02 11:40:00,1,0.0,1.0,19.682977713118785
2024-01-02 11:50:00,1,0.0,0.0,19.64489220404533
2024-01-02 12:00:00,1,1.0,1.0,24.706827067781255
2024-01-02 12:10:00,1,1.0,1.0,23.731554603834503
2024-01-02 12:20:00,1,0.0,1.0,24.36062763946424
2024-01-02 12:30:00,1,1.0,1.0,19.02166403238795
2024-01-02 12:40:00,1,1.0,1.0,22.771956913738833
2024-01-02 12:50:00,1,0.0,0.0,20.588222883278647
2024-01-02 13:00:00,1,0.0,0.0,23.735086330012365
2024-01-02 13:10:00,1,1.0,1.0,23.944183516307426
2024-01-02 13:20:00,1,1.0,1.0,21.23833375597996
2024-01-02 13:30:00,1,1.0,1.0,24.883360917121507
2024-01-02 13:40:00,1,0.0,1.0,24.070336042322396
2024-01-02 13:50:00,1,0.0,0.0,23.880366944881388
2024-01-02 14:00:00,1,1.0,1.0,19.20037957950405
2024-01-02 14:10:00,1,0.0,1.0,20.746482436694805
2024-01-02 14:20:00,1,0.0,1.0,22.74227236604271
2024-01-02 14:30:00,1,0.0,1.0,19.454678588842338
2024-01-02 14:40:00,1,1.0,1.0,23.083933798377466
2024-01-02 14:50:00,1,1.0,1.0,21.09131082899066
2024-01-02 15:00:00,1,0.0,0.0,18.599710590614144
2024-01-02 15:10:00,1,1.0,1.0,24.85705385074371
2024-01-02 15:20:00,1,1.0,1.0,21.185866996916307
2024-01-02 15:30:00,1,1.0,1.0,19.201691365416938
2024-01-02 15:40:00,1,1.0,1.0,18.850075507937063
2024-01-02 15:50:00,1,1.0,1.0,19.374650298759093
2024-01-02 16:00:00,1,1.0,1.0,20.54210536965533
2024-01-02 16:10:00,1,1.0,1.0,22.73800788382723
2024-01-02 16:20:00,1,1.0,1.0,18.69820748705026
2024-01-02 16:30:00,1,0.0,1.0,19.150149188204022
2024-01-02 16:40:00,1,0.0,1.0,23.110207370344746
2024-01-02 16:50:00,1,1.0,1.0,19.542155260159376
2024-01-02 17:00:00,1,1.0,1.0,18.938337708414693
2024-01-02 17:10:00,1,0.0,1.0,18.548266629009557
2024-01-02 17:20:00,1,1.0,1.0,21.307433819068343
2024-01-02 17:30:00,1,0.0,0.0,20.17998102525857
2024-01-02 17:40:00,1,0.0,0.0,21.13133734423242
2024-01-02 17:50:00,1,1.0,1.0,23.076532346609568
2024-01-02 18:00:00,1,0.0,1.0,18.89324039331311
2024-01-02 18:10:00,1,0.0,1.0,22.41623133640126
2024-01-02 18:20:00,1,0.0,1.0,21.78124446959375
2024-01-02 18:30:00,1,1.0,1.0,22.737232209101226
2024-01-02 18:40:00,1,1.0,1.0,20.5920778667826
2024-01-02 18:50:00,1,1.0,1.0,19.718083835732763
2024-01-02 19:00:00,1,0.0,0.0,23.93583798426139
2024-01-02 19:10:00,1,0.0,0.0,23.647737422944893
2024-01-02 19:20:00,1,0.0,0.0,19.511413976305615
2024-01-02 19:30:00,1,0.0,0.0,18.369851466062677
2024-01-02 19:40:00,1,0.0,0.0,19.09618957608296
2024-01-02 19:50:00,1,0.0,0.0,22.216416616926672
2024-01-02 20:00:00,1,0.0,0.0,20.983790214290018
2024-01-02 20:10:00,1,0.0,0.0,21.703913438541445
2024-01-02 20:20:00,1,0.0,0.0,20.47001619232963
2024-01-02 20:30:00,1,0.0,0.0,22.6628354225977
2024-01-02 20:40:00,1,0.0,0.0,20.79230674456724
2024-01-02 20:50:00,1,0.0,0.0,20.562563719991463
2024-01-02 21:00:00,1,0.0,0.0,21.894354973869874
2024-01-02 21:10:00,1,0.0,0.0,22.622452999784695
2024-01-02 21:20:00,1,0.0,0.0,19.732619491167313
2024-01-02 21:30:00,1,0.0,0.0,19.87038015806598
2024-01-02 21:40:00,1,0.0,0.0,22.15506148096765
2024-01-02 21:50:00,1,0.0,0.0,21.930242309881514
2024-01-02 22:00:00,1,0.0,0.0,19.686624137914258
2024-01-02 22:10:00,1,0.0,0.0,23.47276302681912
2024-01-02 22:20:00,1,0.0,0.0,23.43020906385139
2024-01-02 22:30:00,1,0.0,0.0,18.1917647886437
2024-01-02 22:40:00,1,0.0,0.0,22.22629187846612
2024-01-02 22:50:00,1,0.0,0.0,23.72677750606026
2024-01-02 23:00:00,1,0.0,0.0,18.616266736522267
2024-01-02 23:10:00,1,0.0,0.0,18.21385490322621
2024-01-02 23:20:00,1,0.0,0.0,24.47408056880863
2024-01-02 23:30:00,1,0.0,0.0,18.75317414693534
2024-01-02 23:40:00,1,0.0,0.0,19.265535271031816
2024-01-02 23:50:00,1,0.0,0.0,23.577672166375564
2024-01-03 00:00:00,1,0.0,0.0,24.304080616891618
2024-01-03 00:10:00,1,0.0,0.0,18.232419410385504
2024-01-03 00:20:00,1,0.0,0.0,18.421390971801866
2024-01-03 00:30:00,1,0.0,0.0,21.02322243388503
2024-01-03 00:40:00,1,0.0,0.0,20.778540822214016
2024-01-03 00:50:00,1,0.0,0.0,22.396947715857813
2024-01-03 01:00:00,1,0.0,0.0,18.155642328045317
2024-01-03 01:10:00,1,0.0,0.0,21.426177533108714
2024-01-03 01:20:00,1,0.0,0.0,19.004497324342417
2024-01-03 01:30:00,1,0.0,0.0,22.18405445393828
2024-01-03 01:40:00,1,0.0,0.0,24.207214952343136
2024-01-03 01:50:00,1,0.0,0.0,22.358980145063796
2024-01-03 02:00:00,1,0.0,0.0,21.634865275399996
2024-01-03 02:10:00,1,0.0,0.0,18.815530139916824
2024-01-03 02:20:00,1,0.0,0.0,19.507956059274477
2024-01-03 02:30:00,1,0.0,0.0,23.734739417187345
2024-01-03 02:40:00,1,0.0,0.0,24.93954074639123
2024-01-03 02:50:00,1,0.0,0.0,18.3309903531575
2024-01-03 03:00:00,1,0.0,0.0,22.667875769396584
2024-01-03 03:10:00,1,0.0,0.0,22.524389523926764
2024-01-03 03:20:00,1,0.0,0.0,19.440619837081506
2024-01-03 03:30:00,1,0.0,0.0,21.243666531773105
2024-01-03 03:40:00,1,0.0,0.0,20.176007677467542
2024-01-03 03:50:00,1,0.0,0.0,24.23027280728209
2024-01-03 04:00:00,1,0.0,0.0,22.971254342158723
2024-01-03 04:10:00,1,0.0,0.0,23.77759151673416
2024-01-03 04:20:00,1,0.0,0.0,22.8007926492957
2024-01-03 04:30:00,1,0.0,0.0,19.024263435664146
2024-01-03 04:40:00,1,0.0,0.0,22.82412836685521
2024-01-03 04:50:00,1,0.0,0.0,22.763554074241792
2024-01-03 05:00:00,1,0.0,0.0,20.439875619972085
2024-01-03 05:10:00,1,0.0,0.0,21.02213262724551
2024-01-03 05:20:00,1,0.0,0.0,23.699958297669937
2024-01-03 05:30:00,1,0.0,0.0,19.99971221845349
2024-01-03 05:40:00,1,0.0,0.0,20.266287277021554
2024-01-03 05:50:00,1,0.0,0.0,20.843036057954077
2024-01-03 06:00:00,1,0.0,0.0,19.213628880814518
2024-01-03 06:10:00,1,0.0,0.0,21.67911861471858
2024-01-03 06:20:00,1,0.0,0.0,20.65076692396095
2024-01-03 06:30:00,1,0.0,0.0,22.66745521385421
2024-01-03 06:40:00,1,0.0,0.0,23.67760709531879
2024-01-03 06:50:00,1,0.0,0.0,22.235942954717004
2024-01-03 07:00:00,1,0.0,0.0,20.342507039274018
2024-01-03 07:10:00,1,0.0,0.0,19.615387370958558
2024-01-03 07:20:00,1,0.0,0.0,19.44900879336672
2024-01-03 07:30:00,1,0.0,0.0,23.80263317951988
2024-01-03 07:40:00,1,0.0,0.0,23.548370318073477
2024-01-03 07:50:00,1,0.0,0.0,21.469681305845846
2024-01-03 08:00:00,1,0.0,0.0,18.253443995816706
2024-01-03 08:10:00,1,0.0,0.0,21.865320836663397
2024-01-03 08:20:00,1,0.0,0.0,23.23202301974381
2024-01-03 08:30:00,1,0.0,0.0,21.634910939582106
2024-01-03 08:40:00,1,0.0,0.0,23.093302755128246
2024-01-03 08:50:00,1,0.0,0.0,22.152894464896022
2024-01-03 09:00:00,1,0.0,0.0,22.829531877964357
2024-01-03 09:10:00,1,0.0,0.0,19.502553394955594
2024-01-03 09:20:00,1,0.0,1.0,20.91357922604969
2024-01-03 09:30:00,1,1.0,1.0,20.893933539457336
2024-01-03 09:40:00,1,1.0,1.0,21.587064564075398
2024-01-03 09:50:00,1,1.0,1.0,22.551136137295604
2024-01-03 10:00:00,1,0.0,1.0,20.890935101157005
2024-01-03 10:10:00,1,0.0,1.0,20.890101083938074
2024-01-03 10:20:00,1,0.0,0.0,24.240958254442518
2024-01-03 10:30:00,1,1.0,1.0,21.55532401740063
2024-01-03 10:40:00,1,1.0,1.0,24.396031032316618
2024-01-03 10:50:00,1,1.0,1.0,22.15060914637476
2024-01-03 11:00:00,1,0.0,0.0,21.943843105923936
2024-01-03 11:10:00,1,0.0,0.0,23.01208073579508
2024-01-03 11:20:00,1,1.0,1.0,18.069309291818588
2024-01-03 11:30:00,1,0.0,1.0,18.302669668110557
2024-01-03 11:40:00,1,0.0,0.0,23.752643632924844
2024-01-03 11:50:00,1,1.0,1.0,20.078765774232775
2024-01-03 12:00:00,1,1.0,1.0,18.523288887531127
2024-01-03 12:10:00,1,1.0,1.0,20.92742555777349
2024-01-03 12:20:00,1,0.0,1.0,24.68112496124838
2024-01-03 12:30:00,1,0.0,0.0,20.247697205871756
2024-01-03 12:40:00,1,0.0,0.0,18.523517602246283
2024-01-03 12:50:00,1,1.0,1.0,20.172466424126153
2024-01-03 13:00:00,1,1.0,1.0,18.034471407619847
2024-01-03 13:10:00,1,0.0,1.0,18.941137687300714
2024-01-03 13:20:00,1,1.0,1.0,23.000345744729515
2024-01-03 13:30:00,1,1.0,1.0,24.300368263173468
2024-01-03 13:40:00,1,1.0,1.0,24.926648993636206
2024-01-03 13:50:00,1,0.0,0.0,23.83372191772996
2024-01-03 14:00:00,1,1.0,1.0,18.360826859957736
2024-01-03 14:10:00,1,0.0,1.0,20.009231315300113
2024-01-03 14:20:00,1,1.0,1.0,22.61787926804147
2024-01-03 14:30:00,1,0.0,0.0,21.744629484094723
2024-01-03 14:40:00,1,1.0,1.0,24.46848411160781
2024-01-03 14:50:00,1,1.0,1.0,22.019049115015342
2024-01-03 15:00:00,1,0.0,1.0,21.93072714561351
2024-01-03 15:10:00,1,0.0,1.0,22.71831593327851
2024-01-03 15:20:00,1,0.0,1.0,23.736713594923124
2024-01-03 15:30:00,1,0.0,0.0,23.184161806533492
2024-01-03 15:40:00,1,1.0,1.0,24.821448333841055
2024-01-03 15:50:00,1,1.0,1.0,23.8047202511072
2024-01-03 16:00:00,1,0.0,0.0,24.7387390487362
2024-01-03 16:10:00,1,1.0,1.0,18.408451901804558
2024-01-03 16:20:00,1,0.0,0.0,20.564245756016156
2024-01-03 16:30:00,1,0.0,1.0,20.84477830863554
2024-01-03 16:40:00,1,0.0,0.0,22.249412509653105
2024-01-03 16:50:00,1,1.0,1.0,18.58324747213705
2024-01-03 17:00:00,1,0.0,1.0,18.640168899288035
2024-01-03 17:10:00,1,0.0,0.0,21.211054106760216
2024-01-03 17:20:00,1,0.0,0.0,20.354798639715742
2024-01-03 17:30:00,1,1.0,1.0,23.50347861009812
2024-01-03 17:40:00,1,0.0,0.0,18.692916610342788
2024-01-03 17:50:00,1,0.0,0.0,20.843192984135186
2024-01-03 18:00:00,1,1.0,1.0,23.91055039423885
2024-01-03 18:10:00,1,0.0,0.0,20.307932428253448
2024-01-03 18:20:00,1,1.0,1.0,22.21285195294059
2024-01-03 18:30:00,1,0.0,1.0,18.70296446550829
2024-01-03 18:40:00,1,0.0,0.0,21.521858502852446
2024-01-03 18:50:00,1,0.0,0.0,22.489830372519105
2024-01-03 19:00:00,1,0.0,0.0,18.949267014630667
2024-01-03 19:10:00,1,0.0,0.0,24.224644518802034
2024-01-03 19:20:00,1,0.0,0.0,20.042940698030048
2024-01-03 19:30:00,1,0.0,0.0,19.39757238764409
2024-01-03 19:40:00,1,0.0,0.0,23.434771161348458
2024-01-03 19:50:00,1,0.0,0.0,19.785837208545242
2024-01-03 20:00:00,1,0.0,0.0,21.786818608647323
2024-01-03 20:10:00,1,0.0,0.0,19.992684738486624
2024-01-03 20:20:00,1,0.0,0.0,18.831762730552892
2024-01-03 20:30:00,1,0.0,0.0,23.01463065561745
2024-01-03 20:40:00,1,0.0,0.0,18.139439480141384
2024-01-03 20:50:00,1,0.0,0.0,18.471257657213695
2024-01-03 21:00:00,1,0.0,0.0,20.76268735801715
2024-01-03 21:10:00,1,0.0,0.0,20.48381254744992
2024-01-03 21:20:00,1,0.0,0.0,22.22684993151394
2024-01-03 21:30:00,1,0.0,0.0,21.53539556676131
2024-01-03 21:40:00,1,0.0,0.0,21.006735028194385
2024-01-03 21:50:00,1,0.0,0.0,24.88771901437029
2024-01-03 22:00:00,1,0.0,0.0,19.3512873897289
2024-01-03 22:10:00,1,0.0,0.0,23.820284064723005
2024-01-03 22:20:00,1,0.0,0.0,23.107402996710174
2024-01-03 22:30:00,1,0.0,0.0,23.861497042781853
2024-01-03 22:40:00,1,0.0,0.0,24.396364513413715
2024-01-03 22:50:00,1,0.0,0.0,19.07562091446868
2024-01-03 23:00:00,1,0.0,0.0,19.652156453189406
2024-01-03 23:10:00,1,0.0,0.0,19.815042471458046
2024-01-03 23:20:00,1,0.0,0.0,21.796701296291367
2024-01-03 23:30:00,1,0.0,0.0,19.810933737908186
2024-01-03 23:40:00,1,0.0,0.0,24.34298506077492
2024-01-03 23:50:00,1,0.0,0.0,19.675579368592913
2024-01-04 00:00:00,1,0.0,0.0,23.065090206563404
2024-01-04 00:10:00,1,0.0,0.0,21.054615588549193
2024-01-04 00:20:00,1,0.0,0.0,24.063497110281165
2024-01-04 00:30:00,1,0.0,0.0,22.32306759169135
2024-01-04 00:40:00,1,0.0,0.0,24.73735627131322
2024-01-04 00:50:00,1,0.0,0.0,21.217463292738564
2024-01-04 01:00:00,1,0.0,0.0,19.389550353023747
2024-01-04 01:10:00,1,0.0,0.0,21.771080744218157
2024-01-04 01:20:00,1,0.0,0.0,18.129369738895825
2024-01-04 01:30:00,1,0.0,0.0,24.155136012734488
2024-01-04 01:40:00,1,0.0,0.0,21.832798615359646
2024-01-04 01:50:00,1,0.0,0.0,20.741387041916973
2024-01-04 02:00:00,1,0.0,0.0,20.2481378686676
2024-01-04 02:10:00,1,0.0,0.0,23.7298329760398
2024-01-04 02:20:00,1,0.0,0.0,23.923404031719322
2024-01-04 02:30:00,1,0.0,0.0,19.360710444078617
2024-01-04 02:40:00,1,0.0,0.0,19.60857160330919
2024-01-04 02:50:00,1,0.0,0.0,21.777235185542896
